audit_file,nneg,npos,outpath,outdir
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHE1_15_June2016/PIHE1_15_June2016_audit_HAPE_21Apr.fig,14,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHE1_15_June2016/PIHE1_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHE1_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHE3_15_June2016/PIHE3_15_June2016_audit_HAPE_21Apr.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHE3_15_June2016/PIHE3_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHE3_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA2_15_June2016/PIHEA2_15_June2016_audit_HAPE_21Apr.fig,6,6,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA2_15_June2016/PIHEA2_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA2_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA3_18_May2016/PIHEA3_18_May2016_audit_HAPE_21Apr.fig,2,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA3_18_May2016/PIHEA3_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA3_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA4_15_June2016/PIHEA4_15_June2016_audit_HAPE_21Apr.fig,8,11,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA4_15_June2016/PIHEA4_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA4_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA4_18_May2016/PIHEA4_18_May2016_audit_HAPE_21Apr.fig,10,5,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA4_18_May2016/PIHEA4_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA4_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA5_15_June2016/PIHEA5_15_June2016_audit_HAPE_21Apr.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA5_15_June2016/PIHEA5_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA5_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA6_18_May2016/PIHEA6_18_May2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA6_18_May2016/PIHEA6_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA6_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA7_15_June2016/PIHEA7_15_June2016_audit_HAPE_21Apr.fig,10,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA7_15_June2016/PIHEA7_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA7_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/PIHEA9_18_May2016/PIHEA9_18_May2016_audit_HAPE_21Apr.fig,9,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/PIHEA9_18_May2016/PIHEA9_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/PIHEA9_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK1_9_June2016/POHK1_9_June2016_audit_HAPE_21Apr.fig,4,18,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK1_9_June2016/POHK1_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK1_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK10_9_June2016/POHK10_9_June2016_audit_HAPE_21Apr.fig,10,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK10_9_June2016/POHK10_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK10_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK3_9_June2016/POHK3_9_June2016_audit_HAPE_21Apr.fig,4,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK3_9_June2016/POHK3_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK3_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK4_9_June2016/POHK4_9_June2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK4_9_June2016/POHK4_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK4_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK5_9_June2016/POHK5_9_June2016_audit_HAPE_21Apr.fig,2,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK5_9_June2016/POHK5_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK5_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK6_9_June2016/POHK6_9_June2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK6_9_June2016/POHK6_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK6_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2/POHK7_9_June2016/POHK7_9_June2016_audit_HAPE_21Apr.fig,2,6,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2/POHK7_9_June2016/POHK7_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2/POHK7_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/NBOG2_9_June2016/NBOG2_9_June2016_audit_HAPE_21Apr.fig,2,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/NBOG2_9_June2016/NBOG2_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/NBOG2_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHE10_15_June2016/PIHE10_15_June2016_audit_HAPE_21Apr.fig,4,13,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHE10_15_June2016/PIHE10_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHE10_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHE8_15_June2016/PIHE8_15_June2016_audit_HAPE_21Apr.fig,12,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHE8_15_June2016/PIHE8_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHE8_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA2_18_May2016/PIHEA2_18_May2016_audit_HAPE_21Apr.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA2_18_May2016/PIHEA2_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA2_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA5_18_May2016/PIHEA5_18_May2016_audit_HAPE_21Apr.fig,12,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA5_18_May2016/PIHEA5_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA5_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA6_15_June2016/PIHEA6_15_June2016_audit_HAPE_21Apr.fig,6,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA6_15_June2016/PIHEA6_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA6_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA7_18_May2016/PIHEA7_18_May2016_audit_HAPE_21Apr.fig,12,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA7_18_May2016/PIHEA7_18_May2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA7_18_May2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA9_15_June2016/PIHEA9_15_June2016_audit_HAPE_21Apr.fig,5,4,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA9_15_June2016/PIHEA9_15_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/PIHEA9_15_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R2_BACKUP/POHK8_9_June2016/POHK8_9_June2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R2_BACKUP/POHK8_9_June2016/POHK8_9_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R2_BACKUP/POHK8_9_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/NBOG2_13_July2016/NBOG2_13_July2016_audit_HAPE_21Apr.fig,4,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/NBOG2_13_July2016/NBOG2_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/NBOG2_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/NBOG3_13_July2016/NBOG3_13_July2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/NBOG3_13_July2016/NBOG3_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/NBOG3_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/NBOG4_13_July2016/NBOG4_13_July2016_audit_HAPE_21Apr.fig,2,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/NBOG4_13_July2016/NBOG4_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/NBOG4_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/NBOG9_13_July2016/NBOG9_13_July2016_audit_HAPE_21Apr.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/NBOG9_13_July2016/NBOG9_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/NBOG9_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHE10_27_July2016/PIHE10_27_July2016_audit_HAPE_21Apr.fig,8,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHE10_27_July2016/PIHE10_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHE10_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHE3_27_July2016/PIHE3_27_July2016_audit_HAPE_21Apr.fig,3,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHE3_27_July2016/PIHE3_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHE3_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHEA2_27_July2016/PIHEA2_27_July2016_audit_HAPE_21Apr.fig,4,10,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHEA2_27_July2016/PIHEA2_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHEA2_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHEA4_13_July2016/PIHEA4_13_July2016_audit_HAPE_21Apr.fig,7,6,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHEA4_13_July2016/PIHEA4_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHEA4_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHEA5_27_July2016/PIHEA5_27_July2016_audit_HAPE_21Apr.fig,1,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHEA5_27_July2016/PIHEA5_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHEA5_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHEA6_27_July2016/PIHEA6_27_July2016_audit_HAPE_21Apr.fig,2,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHEA6_27_July2016/PIHEA6_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHEA6_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHEA7_27_July2016/PIHEA7_27_July2016_audit_HAPE_21Apr.fig,13,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHEA7_27_July2016/PIHEA7_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHEA7_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/PIHEA9_27_July2016/PIHEA9_27_July2016_audit_HAPE_21Apr.fig,11,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/PIHEA9_27_July2016/PIHEA9_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/PIHEA9_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK1_15_July2016/POHK1_15_July2016_audit_HAPE_21Apr.fig,4,9,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK1_15_July2016/POHK1_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK1_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK2_7_June2016/POHK2_7_June2016_audit_HAPE_21Apr.fig,5,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK2_7_June2016/POHK2_7_June2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK2_7_June2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK3_15_July2016/POHK3_15_July2016_audit_HAPE_21Apr.fig,2,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK3_15_July2016/POHK3_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK3_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK4_15_July2016/POHK4_15_July2016_audit_HAPE_21Apr.fig,1,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK4_15_July2016/POHK4_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK4_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK6_15_July2016/POHK6_15_July2016_audit_HAPE_21Apr.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK6_15_July2016/POHK6_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK6_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK7_15_July2016/POHK7_15_July2016_audit_HAPE_21Apr.fig,3,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK7_15_July2016/POHK7_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK7_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3/POHK8_15_July2016/POHK8_15_July2016_audit_HAPE_21Apr.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3/POHK8_15_July2016/POHK8_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3/POHK8_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG1_13_July2016/NBOG1_13_July2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG1_13_July2016/NBOG1_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG1_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG10_13_July2016/NBOG10_13_July2016_audit_HAPE_21Apr.fig,4,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG10_13_July2016/NBOG10_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG10_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG5_13_July2016/NBOG5_13_July2016_audit_HAPE_21Apr.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG5_13_July2016/NBOG5_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG5_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG6_13_July2016/NBOG6_13_July2016_audit_HAPE_21Apr.fig,3,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG6_13_July2016/NBOG6_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG6_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG7_13_July2016/NBOG7_13_July2016_audit_HAPE_21Apr.fig,4,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG7_13_July2016/NBOG7_13_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/NBOG7_13_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/PIHE1_27_July2016/PIHE1_27_July2016_audit_HAPE_21Apr.fig,8,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/PIHE1_27_July2016/PIHE1_27_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/PIHE1_27_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/POHK10_15_July2016/POHK10_15_July2016_audit_HAPE_21Apr.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/POHK10_15_July2016/POHK10_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/POHK10_15_July2016
\\NAS1\NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R3_BACKUP/POHK5_15_July2016/POHK5_15_July2016_audit_HAPE_21Apr.fig,2,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2016_R3_BACKUP/POHK5_15_July2016/POHK5_15_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2016_R3_BACKUP/POHK5_15_July2016
